epoch,accuracy,loss,top_k_categorical_accuracy,val_accuracy,val_loss,val_top_k_categorical_accuracy
0,0.9959375262260437,0.011638658121228218,1.0,0.793749988079071,0.5819208025932312,1.0
1,0.9987499713897705,0.007734304293990135,1.0,0.8062499761581421,0.6113307476043701,1.0
2,0.9965624809265137,0.011652804911136627,1.0,0.8343750238418579,0.4419703483581543,1.0
3,0.9987499713897705,0.0068159569054841995,1.0,0.784375011920929,0.612580418586731,1.0
4,0.9978070259094238,0.007090174593031406,1.0,0.7906249761581421,0.5276803970336914,1.0
5,0.9965624809265137,0.008921106345951557,1.0,0.8343750238418579,0.4765107035636902,1.0
6,0.9984375238418579,0.006392994429916143,1.0,0.746874988079071,0.7282150387763977,1.0
7,0.9984375238418579,0.005510566756129265,1.0,0.8218749761581421,0.5700587034225464,1.0
